consensus,rounds
2.010203,9048
2.010203,11056
2.010203,11529
2.010203,13083
2.010203,10585
2.010203,12061
2.010203,12696
2.010203,11103
2.010203,9949
2.010203,12463
2.010203,12588
2.010203,9581
2.010204,13083
2.010205,9047
2.010203,11478
2.010203,11731
2.010203,10271
2.010203,12832
2.010203,11846
2.010203,10507
2.010203,12346
2.010201,9329
2.010204,13902
2.010203,12377
2.010203,10053
2.010203,11286
2.010203,10565
2.010203,7043
2.010203,11004
2.010204,8792
2.010203,11910
2.010203,13146
2.010203,10434
2.010201,9153
2.010203,12007
2.010203,11363
2.010203,11910
2.010203,10944
2.010204,12601
2.010203,12430
2.010203,11187
2.010204,13385
2.010203,12910
2.010203,9547
2.010203,13399
2.010203,10185
2.010203,11887
2.010203,10450
2.010203,12054
2.010203,10497
2.010203,10781
2.010203,10472
2.010203,11339
2.010203,13248
2.010203,12386
2.010203,11899
2.010203,14358
2.010203,12142
2.010203,11607
2.010201,11741
2.010203,13289
2.010203,11700
2.010203,9416
2.010203,12928
2.010203,11221
2.010203,11820
2.010203,10156
2.010203,13308
2.010203,13217
2.010203,11727
2.010203,12694
2.010203,12489
2.010202,9708
2.010203,11260
2.010203,11410
2.010203,12459
2.010202,15176
2.010203,11956
2.010202,10676
2.010203,13518
2.010206,8651
2.010203,12978
2.010203,10789
2.010203,12914
2.010203,12554
2.010203,11054
2.010203,10714
2.010203,11593
2.010203,10166
2.010203,11344
2.010204,14088
2.010203,9504
2.010203,14104
2.010203,11185
2.010203,12396
2.010203,13612
2.010201,14057
2.010203,12838
2.010203,11158
2.010203,12389
2.010204,8680
2.010203,11483
2.010203,11890
2.010203,7850
2.010201,13384
2.010203,10846
2.010203,12328
2.010203,13653
2.010203,12682
2.010203,10453
2.010203,11838
2.010203,9089
2.010203,11640
2.010203,10452
2.010203,9686
2.010204,14302
2.010203,12291
2.010203,11044
2.010203,12599
2.010203,13670
2.010203,9848
2.010203,10841
2.010203,10469
2.010203,14705
2.010203,10894
2.010203,11248
2.010202,14587
2.010203,10978
2.010203,11433
2.010203,11514
2.010203,11641
2.010203,10270
2.010203,11488
2.010203,12778
2.010203,12332
2.010204,11700
2.010202,11682
2.010203,10341
2.010203,10288
2.010203,12647
2.010203,10927
2.010203,11887
2.010203,10456
2.010203,11086
2.010203,11392
2.010203,12039
2.010203,10330
2.010202,13415
2.010203,10222
2.010203,9719
2.010203,10873
2.010203,10397
2.010203,10643
2.010203,11932
2.010203,14541
2.010203,7753
2.010203,12069
2.010203,13268
2.010203,10744
2.010203,10511
2.010203,12843
2.010203,10863
2.010203,10342
2.010203,11552
2.010203,13396
2.010203,11272
2.010203,11735
2.010203,12473
2.010203,9537
2.010204,13023
2.010203,13023
2.010203,13449
2.010203,12921
2.010203,12571
2.010203,10552
2.010203,12089
