consensus,rounds
1.989996,5055
1.990007,4360
1.989996,5039
1.989996,5671
1.990001,4342
1.989996,5001
1.989997,4596
1.989996,5219
1.989996,5228
1.989997,4988
1.989996,6153
1.989996,5045
1.989997,4763
1.989996,5114
1.989996,4914
1.989996,5373
1.989996,5191
1.989997,5003
1.989997,4905
1.989997,5241
1.989996,4866
1.989996,5259
1.989997,4883
1.990005,4118
1.989996,4534
1.989997,4805
1.989996,4769
1.989996,5345
1.989996,4907
1.989997,4812
1.989996,5113
1.989996,5205
1.989996,5248
1.989988,4314
1.989996,5003
1.989990,4689
1.989996,4977
1.989996,5312
1.989985,4663
1.989996,5788
1.989996,5182
1.990004,4712
1.989996,5071
1.989996,4795
1.989996,5033
1.989996,6400
1.989996,4624
1.989996,4746
1.989993,4367
1.989972,4803
1.989996,5033
1.990009,4197
1.989996,5459
1.989996,5185
1.990010,4659
1.989996,4652
1.989996,5049
1.989996,4752
1.989996,5042
1.989996,5104
1.990015,4439
1.989996,5190
1.989996,4434
1.989996,5775
1.989996,5019
1.989996,4715
1.989996,5725
1.989996,5192
1.989997,4607
1.989996,4967
1.989996,5193
1.989996,5072
1.989996,4746
1.989982,4495
1.989996,5647
1.989996,4833
1.989996,4979
1.989996,4881
1.989996,5143
1.990000,4435
1.989996,5198
1.989996,5061
1.989996,5920
1.989996,4938
1.989997,5042
1.989996,7012
1.989996,5566
1.989996,5239
1.989996,6232
1.989996,5269
1.989996,5365
1.989996,5575
1.989996,4820
1.989996,5407
1.990001,4350
1.989996,5049
1.989997,4697
1.989996,5339
1.989996,4954
1.989996,5210
1.990003,4188
1.989996,4639
1.989996,5369
1.989996,4855
1.989997,5260
1.989996,5386
1.989996,5461
1.989996,5063
1.989996,5028
1.989996,6689
1.989996,5574
1.989996,5611
1.989996,5844
1.989996,5063
1.989996,5302
1.990018,4586
1.989996,5582
1.989996,5657
1.989996,5284
1.989996,4706
1.989996,4831
1.989996,4957
1.989996,5545
1.989996,5455
1.990004,4593
1.989996,4918
1.989996,5284
1.989996,4872
1.989996,5210
1.989996,5202
1.989996,5720
1.989996,4682
1.989997,4469
1.989996,5454
1.989996,5233
1.989996,4879
1.989996,4686
1.989996,5117
1.990037,4637
1.990006,4474
1.989996,6111
1.989996,5275
1.989996,4692
1.989996,4827
1.989996,5047
1.989996,5129
1.989996,6083
1.989996,5265
1.989997,4838
1.989996,4817
1.989997,4992
1.989996,4841
1.989996,5048
1.989996,5010
1.989990,4203
1.989996,5701
1.989996,4862
1.990012,4511
1.989996,5610
1.989980,4470
1.989996,4943
1.989997,4679
1.989996,5215
1.989996,5279
1.990001,4248
1.989996,4642
1.989990,4154
1.989996,5734
1.989996,5627
1.989996,5010
1.990016,4408
1.989997,5030
1.989996,5173
1.990039,4606
1.989996,5698
1.989996,4861
1.989996,5082
1.989996,5248
1.989992,4565
1.989996,4821
1.989999,4536
1.989996,5137
1.989996,6408
1.989996,4927
1.989996,5102
1.989996,5131
1.989996,5317
1.989996,5099
1.989996,5524
1.989996,5129
1.989996,4901
1.989996,4768
1.989996,5045
1.990012,4670
1.989996,4953
1.989996,4918
1.989996,4627
1.990004,4600
1.989996,4913
1.989996,5290
1.989996,5064
1.989996,5496
1.989996,5692
1.989996,5950
1.989996,5098
1.989996,5049
1.989997,4932
1.989996,4767
1.989996,4721
1.989996,4698
1.989996,5549
1.989996,4856
1.989996,4936
1.990007,4619
1.989996,5000
1.989996,4885
1.989996,5479
1.989996,5193
1.989996,4861
1.989997,4767
1.990009,4304
1.989996,4598
1.990005,4603
1.989996,5223
1.989996,5175
1.989996,4568
1.989996,4885
1.990001,4392
1.989996,5458
1.989993,4317
1.989988,4648
1.989996,5727
1.989996,4780
1.989997,4930
1.989996,4808
1.989996,4799
1.989996,5167
1.989991,4452
1.989996,4971
1.989996,5069
1.989996,4724
1.989996,5004
1.989996,6371
1.989996,5018
1.989996,5753
1.989996,5981
1.989996,5082
1.990000,4619
1.989996,7354
1.989996,5113
1.989996,5471
1.989996,4919
